;Data da Venda;Nome do Produto;Nome da Loja;Quantidade Vendida;ID Loja
863950;2017-11-17;Fabrikam Business Videographer 2/3'' 17mm M280 Grey;Loja Contoso Austin ;13;86
863976;2017-11-17;Proseware Mobile Receipt and Document Scanner M200 Black;Loja Contoso Austin ;13;86
864147;2017-11-17;Contoso Home Theater System 2.1 Channel E1200 White;Loja Contoso Austin ;6;86
867461;2017-11-19;The Phone Company Smart phones 160x160 M26 Black;Loja Contoso Austin ;13;86
867924;2017-11-19;The Phone Company PDA Wifi 3.5-inch M200 Black;Loja Contoso Austin ;13;86
868794;2017-11-19;NT Wireless Bluetooth Stereo Headphones E302 Black;Loja Contoso Austin ;6;86
869204;2017-11-19;Contoso Wireless Laser Mouse M55 Silver;Loja Contoso Austin ;13;86
869232;2017-11-19;A. Datum Consumer Digital Camera E100 Black;Loja Contoso Austin ;13;86
869727;2017-11-19;Contoso Rubberized Skin BlackBerry E100 Silver;Loja Contoso Austin ;120;86
869978;2017-11-19;Contoso Home/Office Laptop Power Adapter E300 Black;Loja Contoso Austin ;6;86
872806;2017-11-21;Contoso USB Data Link - direct connect adapter E600 Grey;Loja Contoso Austin ;6;86
872807;2017-11-21;The Phone Company Touch Screen Phones - CRT M11 Grey;Loja Contoso Austin ;6;86
873217;2017-11-21;A. Datum Full Frame Digital Camera X300 Silver Grey;Loja Contoso Austin ;13;86
873944;2017-11-21;Contoso Expandable 4-Handset Cordless Phone System M206 Black;Loja Contoso Austin ;13;86
874386;2017-11-21;A. Datum Bridge Digital Camera M300 Orange;Loja Contoso Austin ;13;86
874411;2017-11-21;Proseware Projector 1080p DLP86 Silver;Loja Contoso Austin ;13;86
874708;2017-11-21;"Fabrikam SLR Camera 35"" M358 Orange";Loja Contoso Austin ;6;86
874941;2017-11-21;Contoso DVD 14-Inch Player Portable L100 Silver;Loja Contoso Austin ;26;86
875713;2017-11-22;Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey;Loja Contoso Austin ;13;86
876051;2017-11-22;Contoso Screen 80in E080 Silver;Loja Contoso Austin ;6;86
876677;2017-11-22;Contoso Multi-Use Terminal Cable E308 Black;Loja Contoso Austin ;6;86
876819;2017-11-22;Contoso SLR Camera X145 Blue;Loja Contoso Austin ;13;86
876875;2017-11-22;A. Datum SLR-like Digital Camera M400 Pink;Loja Contoso Austin ;13;86
876939;2017-11-22;Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey;Loja Contoso Austin ;13;86
877298;2017-11-22;Contoso Home Theater System 2.1 Channel E1200 Silver;Loja Contoso Austin ;6;86
877666;2017-11-22;WWI Projector 720p LCD56 Black;Loja Contoso Austin ;13;86
878035;2017-11-23;The Phone Company PDA Handheld 4.7 inch L650 Black;Loja Contoso Austin ;13;86
878470;2017-11-23;SV Car Video LCD7 M7003 Black;Loja Contoso Austin ;13;86
879676;2017-11-23;WWI Projector 480p DLP12 Silver;Loja Contoso Austin ;13;86
879687;2017-11-23;Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black;Loja Contoso Austin ;13;86
879691;2017-11-23;Contoso DVD 55DVD Storage Binder M56 Red;Loja Contoso Austin ;13;86
879699;2017-11-23;Fabrikam SLR Camera M150 Green;Loja Contoso Austin ;13;86
879709;2017-11-23;Contoso DVD 55DVD Storage Binder M56 Silver;Loja Contoso Austin ;13;86
879941;2017-11-23;SV DVD 38 DVD Storage Binder E25 Red;Loja Contoso Austin ;6;86
879948;2017-11-23;A. Datum Slim Digital Camera M180 Grey;Loja Contoso Austin ;6;86
880920;2017-11-24;The Phone Company Smart phones 160x160 M26 White;Loja Contoso Austin ;13;86
880992;2017-11-24;SV Car Video LCD7W M7081 Black;Loja Contoso Austin ;13;86
881289;2017-11-24;Adventure Works CRT19 E10 Black;Loja Contoso Austin ;6;86
881345;2017-11-24;Contoso Carrying Case E312 Silver;Loja Contoso Austin ;6;86
881663;2017-11-24;Contoso Telephoto Conversion Lens M350 White;Loja Contoso Austin ;13;86
881690;2017-11-24;"Adventure Works 20"" LCD HDTV M120 White";Loja Contoso Austin ;13;86
882132;2017-11-24;The Phone Company Touch Screen Phones Infrared M901 Grey;Loja Contoso Austin ;13;86
882896;2017-11-24;Contoso DVD 15-Inch Player Portable L200 White;Loja Contoso Austin ;13;86
883397;2017-11-25;Contoso Telephoto Conversion Lens M350 Blue;Loja Contoso Austin ;13;86
883411;2017-11-25;The Phone Company PDA Palm 3.5 inch M810 White;Loja Contoso Austin ;13;86
883416;2017-11-25;Contoso DVD Recorder L220 White;Loja Contoso Austin ;13;86
883624;2017-11-25;A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure;Loja Contoso Austin ;13;86
883852;2017-11-25;SV DVD 38 DVD Storage Binder E25 Silver;Loja Contoso Austin ;6;86
884315;2017-11-25;A. Datum Full Frame Digital Camera X300 Black;Loja Contoso Austin ;13;86
884726;2017-11-25;Proseware Projector 720p DLP56 Silver;Loja Contoso Austin ;13;86
885114;2017-11-25;NT Bluetooth Active Headphones E202 Red;Loja Contoso Austin ;6;86
888297;2017-11-27;Proseware Office Jet All-in-One Printer M500 Black;Loja Contoso Austin ;13;86
888299;2017-11-27;The Phone Company Smart phones Unlocked International M800 Grey;Loja Contoso Austin ;13;86
888350;2017-11-27;A. Datum Compact Digital Camera M200 Silver;Loja Contoso Austin ;6;86
888432;2017-11-27;Proseware Fax Machine E100 White;Loja Contoso Austin ;6;86
889050;2017-11-27;The Phone Company Finger Touch Screen Phones M30 Grey;Loja Contoso Austin ;6;86
889644;2017-11-27;WWI Desktop PC1.60 E1600 Silver;Loja Contoso Austin ;18;86
889881;2017-11-27;A. Datum Consumer Digital Camera E100 Black;Loja Contoso Austin ;13;86
890231;2017-11-27;Contoso Travel Charger for S-Series Battery E302 White;Loja Contoso Austin ;6;86
890279;2017-11-27;"Fabrikam Social Videographer 1/2"" 3mm E300 Blue";Loja Contoso Austin ;6;86
893564;2017-11-29;A. Datum Compact Digital Camera M200 Orange;Loja Contoso Austin ;6;86
893935;2017-11-29;Contoso Private Branch Exchange M88 Black;Loja Contoso Austin ;13;86
894310;2017-11-29;"Adventure Works 20"" Analog CRT TV E45 White";Loja Contoso Austin ;6;86
894675;2017-11-29;Proseware Projector 720p DLP56 Silver;Loja Contoso Austin ;13;86
894687;2017-11-29;Contoso DVD 14-Inch Player Portable L100 Silver;Loja Contoso Austin ;13;86
895062;2017-11-29;Fabrikam Laptop16 M6000 Black;Loja Contoso Austin ;13;86
895069;2017-11-29;Fabrikam Laptop15.4 M5400 White;Loja Contoso Austin ;13;86
895159;2017-11-29;"Contoso SLR Camera 35"" X358 Orange";Loja Contoso Austin ;13;86
895415;2017-11-29;SV 80GB USB2.0 Portable Hard Disk E500 Blue;Loja Contoso Austin ;6;86
896052;2017-11-30;WWI Projector 720p LCD56 White;Loja Contoso Austin ;13;86
896242;2017-11-30;Litware Home Theater System 7.1 Channel M710 Silver;Loja Contoso Austin ;13;86
897174;2017-11-30;Cigarette Lighter Adapter for Contoso Phones E110 White;Loja Contoso Austin ;120;86
897292;2017-11-30;Contoso DVD 58 DVD Storage Binder M55 Silver;Loja Contoso Austin ;13;86
897488;2017-11-30;WWI LCD19 E107 White;Loja Contoso Austin ;6;86
897494;2017-11-30;Contoso Desktop Alternative Bundle E200 Grey;Loja Contoso Austin ;6;86
899153;2017-12-01;SV Car Video LCD7 M7002 Black;Loja Contoso Austin ;13;86
899485;2017-12-01;Contoso Dual Handset Cordless Phone System E20 White;Loja Contoso Austin ;6;86
900286;2017-12-01;"Fabrikam SLR Camera 35"" X358 Pink";Loja Contoso Austin ;13;86
900695;2017-12-01;A. Datum Compact Digital Camera M200 Azure;Loja Contoso Austin ;6;86
900756;2017-12-01;"Fabrikam Social Videographer 1"" 25mm E400 Orange";Loja Contoso Austin ;6;86
900797;2017-12-01;Fabrikam Social Videographer 2/3'' 17mm E100 White;Loja Contoso Austin ;6;86
900822;2017-12-01;The Phone Company Finger Touch Screen Phones M30 Grey;Loja Contoso Austin ;6;86
904369;2017-12-03;Proseware Laptop15.4W M518 Black;Loja Contoso Austin ;13;86
907119;2017-12-04;Fabrikam Laptop17W M7080 Black;Loja Contoso Austin ;13;86
909333;2017-12-05;Contoso 4GB Flash MP3 Player E401 Blue;Loja Contoso Austin ;6;86
910040;2017-12-05;Adventure Works CRT17 E105 Black;Loja Contoso Austin ;6;86
910836;2017-12-05;Contoso 2-Line Speakerphone M109 White;Loja Contoso Austin ;13;86
910945;2017-12-05;Contoso Projector 720p M620 Black;Loja Contoso Austin ;13;86
910958;2017-12-05;Contoso Home Theater System 4.1 Channel M1400 Black;Loja Contoso Austin ;13;86
911009;2017-12-05;The Phone Company Sharp Touch Screen Phones M910 Gold;Loja Contoso Austin ;13;86
911265;2017-12-05;"Fabrikam Social Videographer 1/2"" 3mm E300 Orange";Loja Contoso Austin ;6;86
911431;2017-12-05;WWI Desktop PC1.60 E1600 Red;Loja Contoso Austin ;18;86
911595;2017-12-05;The Phone Company Smart phones Unlocked M300 Grey;Loja Contoso Austin ;13;86
911831;2017-12-06;A. Datum Advanced Digital Camera M300 Silver;Loja Contoso Austin ;13;86
912106;2017-12-06;Contoso Car power adapter M90 Black;Loja Contoso Austin ;13;86
912150;2017-12-06;Contoso DVD 14-Inch Player Portable L100 Silver;Loja Contoso Austin ;13;86
912322;2017-12-06;The Phone Company PDA Handheld 4.7 inch L650 White;Loja Contoso Austin ;13;86
912565;2017-12-06;Contoso 512MB MP3 Player E51 Silver;Loja Contoso Austin ;6;86
912976;2017-12-06;Proseware Laptop16 M610 Black;Loja Contoso Austin ;13;86
913021;2017-12-06;Contoso Home Theater System 7.1 Channel M1700 Brown;Loja Contoso Austin ;13;86
913166;2017-12-06;Contoso Rubberized Skin BlackBerry E100 Silver;Loja Contoso Austin ;120;86
913237;2017-12-06;SV DVD Recorder L240 Gold;Loja Contoso Austin ;26;86
913262;2017-12-06;Proseware Scan Jet Digital Flat Bed Scanner M300 Grey;Loja Contoso Austin ;13;86
913745;2017-12-06;A. Datum Slim Digital Camera M180 Azure;Loja Contoso Austin ;6;86
914685;2017-12-07;Contoso 2-Line Speakerphone M109 Grey;Loja Contoso Austin ;13;86
914709;2017-12-07;A. Datum SLR-like Digital Camera M400 Silver;Loja Contoso Austin ;13;86
914725;2017-12-07;Contoso Projector 1080p X980 Silver;Loja Contoso Austin ;13;86
914759;2017-12-07;SV Car Video LCD7W M7081 Black;Loja Contoso Austin ;13;86
914839;2017-12-07;Contoso Home Theater System 2.1 Channel M1210 Black;Loja Contoso Austin ;13;86
915631;2017-12-07;SV DVD 7-Inch Player Portable E200 White;Loja Contoso Austin ;6;86
916344;2017-12-07;WWI Stereo Bluetooth Headphones E1000 Blue;Loja Contoso Austin ;6;86
916387;2017-12-07;Contoso Rechargeable Li-Ion Battery Pack E300 Silver;Loja Contoso Austin ;6;86
916397;2017-12-07;Contoso DVD 7-Inch Player Portable E200 Black;Loja Contoso Austin ;6;86
916815;2017-12-07;Contoso Digital Camera/Camcorder USB Cable E324 Purple;Loja Contoso Austin ;6;86
916941;2017-12-08;Contoso Hybrid system M60 Black;Loja Contoso Austin ;13;86
917074;2017-12-08;Fabrikam Budget Moviemaker 1/2'' 3mm E300 White;Loja Contoso Austin ;13;86
917423;2017-12-08;Contoso Home Theater System 4.1 Channel M1420 White;Loja Contoso Austin ;13;86
917727;2017-12-08;Contoso Screen 80in E080 White;Loja Contoso Austin ;6;86
917778;2017-12-08;SV Keyboard E90 White;Loja Contoso Austin ;6;86
918145;2017-12-08;Proseware Laser Jet All in one X300 White;Loja Contoso Austin ;13;86
918569;2017-12-08;Proseware Scan Jet Digital Flat Bed Scanner M300 White;Loja Contoso Austin ;13;86
919420;2017-12-08;"A. Datum SLR Camera 35"" X358 Orange";Loja Contoso Austin ;13;86
919642;2017-12-09;Contoso Home Theater System 5.1 Channel M1500 Brown;Loja Contoso Austin ;13;86
919711;2017-12-09;Contoso Home Theater System 2.1 Channel E1220 Black;Loja Contoso Austin ;6;86
920057;2017-12-09;SV DVD 14-Inch Player Portable L100 Black;Loja Contoso Austin ;13;86
920153;2017-12-09;Contoso Enhanced Capacity Battery M800 White;Loja Contoso Austin ;13;86
920217;2017-12-09;"A. Datum SLR Camera 35"" M358 Silver";Loja Contoso Austin ;13;86
920476;2017-12-09;Contoso Dual Handset Cordless Phone System E20 White;Loja Contoso Austin ;6;86
920868;2017-12-09;Contoso Car power adapter M90 Grey;Loja Contoso Austin ;13;86
921920;2017-12-09;"Adventure Works 19"" Portable LCD HDTV M110 Silver";Loja Contoso Austin ;26;86
922049;2017-12-09;Proseware Slim-Design Fax Machine with Answering System X180 Black;Loja Contoso Austin ;13;86
922707;2017-12-10;A. Datum Rangefinder Digital Camera X200 Orange;Loja Contoso Austin ;13;86
922725;2017-12-10;Contoso Projector 720p M620 Silver;Loja Contoso Austin ;13;86
922759;2017-12-10;Contoso Education Essentials Bundle M300 Black;Loja Contoso Austin ;13;86
922786;2017-12-10;Contoso DVD Recorder L220 White;Loja Contoso Austin ;13;86
922789;2017-12-10;Adventure Works LCD24W X300 Black;Loja Contoso Austin ;13;86
923117;2017-12-10;Contoso Carrying Case E312 Pink;Loja Contoso Austin ;6;86
923176;2017-12-10;Contoso Home Theater System 2.1 Channel E1220 Black;Loja Contoso Austin ;6;86
923996;2017-12-10;Contoso Home Theater System 2.1 Channel M1210 Black;Loja Contoso Austin ;13;86
924411;2017-12-10;Proseware Ink Jet Fax Machine E100 Black;Loja Contoso Austin ;6;86
924612;2017-12-10;Contoso Touch Stylus Pen E150 Black;Loja Contoso Austin ;120;86
928161;2017-12-12;A. Datum Super-zoom Digital Camera X300 Orange;Loja Contoso Austin ;13;86
928164;2017-12-12;SV DVD 9-Inch Player Portable M300 Silver;Loja Contoso Austin ;13;86
928195;2017-12-12;Contoso SLR Camera X145 Blue;Loja Contoso Austin ;13;86
928201;2017-12-12;Contoso Home Theater System 5.1 Channel M1520 White;Loja Contoso Austin ;13;86
928319;2017-12-12;A. Datum Full Frame Digital Camera X300 Pink;Loja Contoso Austin ;13;86
929057;2017-12-12;Contoso Desktop Alternative Bundle E200 Grey;Loja Contoso Austin ;6;86
929356;2017-12-12;Proseware Ink Jet All in one M300 White;Loja Contoso Austin ;13;86
929529;2017-12-12;Litware Home Theater System 7.1 Channel M710 Silver;Loja Contoso Austin ;13;86
930239;2017-12-12;The Phone Company Smart phones Unlocked M300 Gold;Loja Contoso Austin ;13;86
930289;2017-12-12;Adventure Works LCD17 E200 Black;Loja Contoso Austin ;6;86
933497;2017-12-14;"The Phone Company Touch Screen Phones 26-2.2"" M200 Black";Loja Contoso Austin ;13;86
933563;2017-12-14;Contoso Projector 720p M620 Black;Loja Contoso Austin ;13;86
933881;2017-12-14;WWI Screen 85in E1010 White;Loja Contoso Austin ;6;86
933923;2017-12-14;Adventure Works CRT17 E105 Black;Loja Contoso Austin ;6;86
934315;2017-12-14;Contoso Touch Screen Phones Infrared M901 Black;Loja Contoso Austin ;13;86
934777;2017-12-14;"Fabrikam Trendsetter 1/3"" 8.5mm X200 Blue";Loja Contoso Austin ;13;86
935038;2017-12-14;Proseware Laser Fax Printer E100 Black;Loja Contoso Austin ;6;86
935616;2017-12-14;Contoso Touch Stylus Pen E150 Black;Loja Contoso Austin ;120;86
935663;2017-12-15;The Phone Company Smart phones Unlocked International M800 Gold;Loja Contoso Austin ;13;86
936009;2017-12-15;SV DVD 60 DVD Storage Binder L20 Black;Loja Contoso Austin ;13;86
936089;2017-12-15;"Adventure Works 26"" 720p LCD HDTV M140 White";Loja Contoso Austin ;13;86
936873;2017-12-15;"Fabrikam Business Videographer 2/3"" 17mm M280 Blue";Loja Contoso Austin ;13;86
936880;2017-12-15;Proseware Ink Jet All in one M300 Grey;Loja Contoso Austin ;13;86
937077;2017-12-15;SV 80GB USB2.0 Portable Hard Disk E500 Silver;Loja Contoso Austin ;6;86
937286;2017-12-15;Litware Home Theater System 5.1 Channel M513 Black;Loja Contoso Austin ;13;86
937698;2017-12-15;The Phone Company Finger Touch Screen Phones M30 Gold;Loja Contoso Austin ;6;86
938645;2017-12-16;Contoso Home Theater System 5.1 Channel M1500 Black;Loja Contoso Austin ;13;86
938696;2017-12-16;A. Datum SLR-like Digital Camera M400 Silver;Loja Contoso Austin ;13;86
939613;2017-12-16;Contoso Dual Handset Cordless Phone System E20 Grey;Loja Contoso Austin ;6;86
939751;2017-12-16;Contoso SLR Camera M142 Black;Loja Contoso Austin ;6;86
939843;2017-12-16;Proseware Scan Jet Digital Flat Bed Scanner M300 Green;Loja Contoso Austin ;13;86
939849;2017-12-16;Litware Home Theater System 7.1 Channel M710 Black;Loja Contoso Austin ;13;86
939869;2017-12-16;A. Datum Super-zoom Digital Camera X300 Grey;Loja Contoso Austin ;13;86
940716;2017-12-16;Contoso DVD 9-Inch Player Portable M300 Silver;Loja Contoso Austin ;13;86
940722;2017-12-16;Contoso Projector 720p M621 Silver;Loja Contoso Austin ;13;86
940799;2017-12-16;A. Datum Ultra Compact Digital Camera M190 Pink;Loja Contoso Austin ;6;86
943713;2017-12-18;Proseware Scan Jet Digital Flat Bed Scanner M300 White;Loja Contoso Austin ;13;86
943771;2017-12-18;Adventure Works Desktop PC1.80 ED180 White;Loja Contoso Austin ;39;86
944136;2017-12-18;Contoso Phone with 13-Number Memory (210) M301 Black;Loja Contoso Austin ;13;86
944441;2017-12-18;Contoso 90W AC/DC Power Adapter E300 Grey;Loja Contoso Austin ;6;86
945003;2017-12-18;SV 8xDVD E120 Black;Loja Contoso Austin ;6;86
945068;2017-12-18;Adventure Works Desktop PC1.60 ED160 Brown;Loja Contoso Austin ;18;86
945234;2017-12-18;The Phone Company Smart phones Unlocked M300 White;Loja Contoso Austin ;13;86
954425;2017-12-22;"Fabrikam SLR Camera 35"" M358 Black";Loja Contoso Austin ;6;86
955201;2017-12-22;SV DVD 7-Inch Player Portable E200 Silver;Loja Contoso Austin ;6;86
955578;2017-12-22;The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver;Loja Contoso Austin ;13;86
956162;2017-12-22;Contoso Expandable Cordless Phone System M008 White;Loja Contoso Austin ;13;86
956173;2017-12-22;Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black;Loja Contoso Austin ;13;86
956384;2017-12-22;Contoso Single-line phones E10 Grey;Loja Contoso Austin ;6;86
956416;2017-12-22;Contoso Lens Cap Keeper E314 Silver;Loja Contoso Austin ;6;86
957382;2017-12-23;SV Car Video TFT7 M7001 Brown;Loja Contoso Austin ;13;86
957833;2017-12-23;WWI 1GBPulse Smart pen E50 Black;Loja Contoso Austin ;6;86
958395;2017-12-23;SV Keyboard E90 Grey;Loja Contoso Austin ;6;86
959121;2017-12-23;Contoso Rechargeable Battery E100 White;Loja Contoso Austin ;6;86
959753;2017-12-24;"A. Datum SLR Camera 35"" M358 Blue";Loja Contoso Austin ;13;86
960188;2017-12-24;SV DVD 14-Inch Player Portable L100 Black;Loja Contoso Austin ;13;86
961008;2017-12-24;"Adventure Works 20"" Analog CRT TV E45 White";Loja Contoso Austin ;6;86
961320;2017-12-24;SV 4GB Laptop Memory M65 Yellow;Loja Contoso Austin ;13;86
961433;2017-12-24;Proseware Photo Inkjet Printer M100 Grey;Loja Contoso Austin ;13;86
961471;2017-12-24;Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black;Loja Contoso Austin ;13;86
962268;2017-12-24;WWI Desktop PC1.60 E1600 Silver;Loja Contoso Austin ;18;86
962304;2017-12-25;SV Car Video LCD7W M7081 Silver;Loja Contoso Austin ;13;86
962347;2017-12-25;Proseware Mobile Receipt and Document Scanner M200 White;Loja Contoso Austin ;13;86
962551;2017-12-25;"Adventure Works 13"" Color TV E25 White";Loja Contoso Austin ;6;86
962663;2017-12-25;Adventure Works Laptop16 M1601 Red;Loja Contoso Austin ;13;86
962723;2017-12-25;A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink;Loja Contoso Austin ;13;86
963615;2017-12-25;WWI Stereo Bluetooth Headphones E1000 White;Loja Contoso Austin ;6;86
963932;2017-12-25;Contoso Home Theater System 5.1 Channel M1500 Silver;Loja Contoso Austin ;13;86
963944;2017-12-25;A. Datum SLR-like Digital Camera M400 Green;Loja Contoso Austin ;13;86
964069;2017-12-25;Contoso Lifestyles Series - Big Button Cordless phone M800 Black;Loja Contoso Austin ;13;86
964599;2017-12-25;Adventure Works Desktop PC1.80 ED182 White;Loja Contoso Austin ;39;86
967644;2017-12-27;Contoso DVD 38 DVD Storage Binder E25 Silver;Loja Contoso Austin ;6;86
967896;2017-12-27;Fabrikam Independent Filmmaker 1/2'' 3mm X300 Black;Loja Contoso Austin ;13;86
968026;2017-12-27;Proseware Laser Fax Printer M250 Green;Loja Contoso Austin ;13;86
968036;2017-12-27;Contoso Multimedia Speakers M25 Black;Loja Contoso Austin ;13;86
968882;2017-12-27;"Adventure Works 26"" 720p LCD HDTV M140 Brown";Loja Contoso Austin ;13;86
969201;2017-12-27;Proseware Ink Jet All in one M300 White;Loja Contoso Austin ;13;86
969666;2017-12-27;Fabrikam Social Videographer 1/3'' 8.5mm E200 Black;Loja Contoso Austin ;6;86
969707;2017-12-27;SV 16xDVD E340 Black;Loja Contoso Austin ;6;86
970100;2017-12-27;SV Car Video TFT7 M7001 Brown;Loja Contoso Austin ;13;86
970178;2017-12-27;"Fabrikam Social Videographer 1"" 25mm E400 Blue";Loja Contoso Austin ;6;86
973515;2017-12-29;WWI Projector 720p DLP56 White;Loja Contoso Austin ;13;86
973718;2017-12-29;A. Datum SLR Camera M141 Blue;Loja Contoso Austin ;6;86
974556;2017-12-29;Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey;Loja Contoso Austin ;13;86
974732;2017-12-29;SV DVD Recorder L210 Silver;Loja Contoso Austin ;13;86
